Species Name,year_first_described,first_paper
Amblyospora rugosa,2005,"Simakova AV, Pankova TF. Six new species of microsporidia of the genus amblyospora (Microspora: Amblyosporidae) from blood sucking mosquitoes (Diptera: Culicidae) from the west Siberia. Parazitologiya. 2005;39:371–85."
Amblyospora undata,2005,"Simakova AV, Pankova TF. Six new species of microsporidia of the genus amblyospora (Microspora: Amblyosporidae) from blood sucking mosquitoes (Diptera: Culicidae) from the west Siberia. Parazitologiya. 2005;39:371–85."
Amblyospora urski,2005,"Simakova AV, Pankova TF. Six new species of microsporidia of the genus amblyospora (Microspora: Amblyosporidae) from blood sucking mosquitoes (Diptera: Culicidae) from the west Siberia. Parazitologiya. 2005;39:371–85."
Bacillidium vesiculoformis,2005,"Morris DJ, Terry RS, Ferguson KB, Smith JE, Adams A. Ultrastructural and molecular characterization of Bacillidium vesiculoformis n. sp. (Microspora: Mrazekiidae) in the freshwater oligochaete Nais simplex (Oligochaeta: Naididae). Parasitol. Cambridge University Press; 2005;130:31–40."
Glugea vincentiae,2005,"Vagelli A, Paramá A, Sanmartín ML, Leiro J. Glugea Vincentiae N. SP. (Microsporidia: Glugeidae) infecting the Australian marine fish Vincentia conspersa (Teleostei: Apogonidae). J Parasitol. 2005;91:152–7."
Gurleya orchestiae,2005,"Ovcharenko, Mykola, Irena Wita, and Urszula Czapliñska. “Ultrastructural Data on Gurleya Orchestiae Ovcharenko et Kurandina, 1987 (Microsporidia, Gurleyidae).” Acta Parasitologica 50, no. 1 (2005): 90–93."
Microgemma tincae,2005,"Mansour L, Prensier G, Jemaa SB, Hassine OKB, Méténier G, Vivarès CP, et al. Description of a xenoma-inducing microsporidian, Microgemma tincae n. sp., parasite of the teleost fish Symphodus tinca from Tunisian coasts. Dis Aquat Org. 2005;65:217–26."
Microgemma vivaresi,2005,"Canning EU, Feist SW, Longshaw M, Okamura B, Anderson CL, Tse MT, et al. Microgemma vivaresi n. sp. (Microsporidia, Tetramicridae), Infecting Liver and Skeletal Muscle of Sea Scorpions, Taurulus bubalis (Euphrasen 1786) (Osteichthyes, Cottidae), an Inshore, Littoral Fish. J Eukaryot Microbiol. 2005;52:123–31."
Myosporidium merluccius,2005,"Baquero E, Rubio M, Moura INS, Pieniazek NJ, Jordana R. Myosporidium merluccius n. g., n. sp. Infecting Muscle of Commercial Hake (Merluccius sp.) from Fisheries near Namibia. J Eukaryot Microbiol. 2005;52:476–83."
Nosema monorchis,2005,"Levron C, Ternengo S, Sikina Toguebaye B, Marchand B. Ultrastructural description of the life cycle of Nosema monorchis n. sp. (Microspora, Nosematidae), hyperparasite of Monorchis parvus (Digenea, Monorchiidae), intestinal parasite of Diplodus annularis (Pisces, Teleostei). Eur J Protistol. Elsevier Science; 2005;41:251–6."
Schroedera airthreyi,2005,"Morris DJ, Terry RS, Adams A. Development and Molecular Characterisation of the Microsporidian Schroedera airthreyi n. sp. in a Freshwater Bryozoan Plumatella sp. (Bryozoa: Phylactolaemata). J Eukaryot Microbiol. 2005;52:31–7."
Tubulinosema ratisbonesis (Tubulinosema ratisbonensis),2005,"Franzen C, Fischer S, Schroeder J, Schölmerich J, Schneuwly S. Morphological and molecular investigations of Tubulinosema ratisbonensis gen. nov., sp. nov. (Microsporidia: Tubulinosematidae fam. nov.), a parasite infecting a laboratory colony of Drosophila melanogaster (Diptera: Drosophilidae). J Eukaryot Microbiol. 2005;52:141–52."
Unikaryon phyllotretae,2005,"Yaman M, Radek R. A new microsporidian parasite record of Phyllotreta undulata (Chrysomelidae, Coleoptera). Turk J Zool. 2005;29:67–9."
Vairimorpha ceraces,2005,"Wan, Yong-Ji, Liu R-H, Shen Z-R. A NEW MICROSPORIDIUM(MICROSPOREDIA,BURENELLIDAE) FROM THE INSECT OF LEPIDOPTERA, CERACE STIPATANA (WALKER)--《Acta Zootaxonomica Sinica》2005年02期. Acta Zootaxonomica Sinica. 30:291–4."
Larssoniella duplicati,2006,"Weiser J, Holuša J, Žižka Z. Larssoniella duplicati n.sp. (Microsporidia, Unikaryonidae), a newly described pathogen infecting the double-spined spruce bark beetle, Ips duplicatus (Coleoptera, Scolytidae) in the Czech Republic. J Pest Sci. 2006;79:127–35."
Liebermannia patagonica,2006,"Sokolova YY, Lange CE, Fuxa JR. Development, ultrastructure, natural occurrence, and molecular characterization of Liebermannia patagonica n. g., n. sp., a microsporidian parasite of the grasshopper Tristira magellanica (Orthoptera: Tristiridae). J Invertebr Pathol. Elsevier Science; 2006;91:168–82."
Microsporidium milevae,2006,Mladineo I. Microsporidia sp. in Atlantic bluefin tuna (Thunnus thynnus). Bull Eur Assoc Fish Pathol. 2006;26:153–6.
Nosema chrysorrhoeae,2006,"Hylis M, Pilarska DK, Obornik M, Vavra J, Solter LF, Weiser J, et al. Nosema chrysorrhoeae n. sp. (Microsporidia), isolated from browntail moth (Euproctis chrysorrhoea L.) (Lepidoptera, Lymantriidae) in Bulgaria: Characterization and phylogenetic relationships. J Invertebr Pathol. Elsevier Science; 2006;91:105–14."
Paratuzetia kupermani,2006,"Poddubnaya LG, Tokarev YS, Issi IV. A new microsporidium Paratuzetia kupermani gen. et sp n. (Microsporidia), a hyperparasite of the procercoid of the cestode Khawia armeniaca Chol. 1915 (Cestoda, Caryophyllidea). Protistiol. Issi, Irma V.; All Russian Inst Plant Protect, Lab Microbiol Control, Sch Podbelskogo 3, St Petersburg Pushkin 196608, Russia; 2006;4:269–77."
Trachipleistophora extenrec,2006,"Vávra J, Horák A, Modrý D, Lukeš J, Koudela B. Trachipleistophora extenrec n. sp. a New Microsporidian (Fungi: Microsporidia) Infecting Mammals. Journal of Eukaryotic Microbiology. 2006;53:464–76."
Unnamed Nosema sp. 3,2006,"Johny S, Kanginakudru S, Muralirangan MC, Nagaraju J. Morphological and molecular characterization of a new microsporidian (Protozoa: Microsporidia) isolated from Spodoptera litura (Fabricius) (Lepidoptera: Noctuidae). Parasitol. Cambridge University Press; 2006;132:803–14."
Vavraia lutzomyiae,2006,"Matos E, Mendonca I, Azevedo C. Vavraia lutzomyiae n. sp. (Phylum Microspora) infecting the sandfly Lutzomyia longipalpis (Psychodidae, Phlebotominae), a vector of human visceral leishmaniasis. Eur J Protistol. Elsevier Science; 2006;42:21–8."
Endoreticulatus eriocheir (Hepatospora eriocheir),2007,"Wang W, Chen J. Ultrastructural study on a novel microsporidian, Endoreticulatus eriocheir sp. nov. (Microsporidia, Encephalitozoonidae), parasite of Chinese mitten crab, Eriocheir sinensis (Crustacea, Decapoda). J Invertebr Pathol. Elsevier Science; 2007;94:77–83."
Enterospora canceri,2007,"Stentiford GD, Bateman KS, Longshaw M, Feist SW. Enterospora canceri n. gen., n. sp., intranuclear within the hepatopancreatocytes of the European edible crab Cancer pagurus. Diseases of Aquatic Organisms. 2007;75:61–72."
Episeptum anaboliae,2007,"Hylis M, Obornik M, Nebesarova J, Vavra J. Aquatic tetrasporoblastic microsporidia from caddis flies (Insecta, Trichoptera): Characterisation, phylogeny and taxonomic reevaluation of the genera Episeptum Larsson, 1986, Pyrotheca Hesse, 1935 and Cougourdella Hesse, 1935. Eur J Protistol. Elsevier Science; 2007;43:205–24."
Episeptum pseudoinversum,2007,"Hylis M, Obornik M, Nebesarova J, Vavra J. Aquatic tetrasporoblastic microsporidia from caddis flies (Insecta, Trichoptera): Characterisation, phylogeny and taxonomic reevaluation of the genera Episeptum Larsson, 1986, Pyrotheca Hesse, 1935 and Cougourdella Hesse, 1935. Eur J Protistol. Elsevier Science; 2007;43:205–24."
Episeptum trichoinvadens,2007,"Hylis M, Obornik M, Nebesarova J, Vavra J. Aquatic tetrasporoblastic microsporidia from caddis flies (Insecta, Trichoptera): Characterisation, phylogeny and taxonomic reevaluation of the genera Episeptum Larsson, 1986, Pyrotheca Hesse, 1935 and Cougourdella Hesse, 1935. Eur J Protistol. Elsevier Science; 2007;43:205–24."
Kabatana newberryi,2007,"McGourty KR, Kinziger AP, Hendrickson GL, Goldsmith GH, Casal G, Azevedo C. A New Microsporidian Infecting the Musculature of the Endangered Tidewater Goby (Gobiidae). J Parasitol. [The American Society of Parasitologists, Allen Press]; 2007;93:655–60."
Nosema assamensis,2007,"Chakrabarty S, Manna B. Three new species of Nosema from non-mulberry silkworms in Assam: light and electron microscopy studies. J Parasit Dis. 2007;30:125–33."
Nosema mylitta,2007,"Chakrabarty S, Manna B. Three new species of Nosema from non-mulberry silkworms in Assam: light and electron microscopy studies. J Parasit Dis. 2007;30:125–33."
Nosema ricini,2007,"Chakrabarty S, Manna B. Three new species of Nosema from non-mulberry silkworms in Assam: light and electron microscopy studies. J Parasit Dis. 2007;30:125–33."
Paraepiseptum plectronemiae (Paraepiseptum plectrocnemiae),2007,"Hylis M, Obornik M, Nebesarova J, Vavra J. Aquatic tetrasporoblastic microsporidia from caddis flies (Insecta, Trichoptera): Characterisation, phylogeny and taxonomic reevaluation of the genera Episeptum Larsson, 1986, Pyrotheca Hesse, 1935 and Cougourdella Hesse, 1935. Eur J Protistol. Elsevier Science; 2007;43:205–24."
Tubulinosema hippodamiae,2007,"Bjørnson S, Le J, Saito T, Wang H. Ultrastructure and molecular characterization of a microsporidium, Tubulinosema hippodamiae, from the convergent lady beetle, Hippodamia convergens Guérin-Méneville. Journal of Invertebrate Pathology. Elsevier; 2011;106:280–8"
Unnamed Enterospora sp.,2007,"Stentiford GD, Bateman KS. Enterospora sp., an intranuclear microsporidian infection of hermit crab Eupagurus bernhardus. Dis Aquat Org. Oldendorf Luhe: Inter-Research; 2007;75:73–8."
Unnamed Microsporidium sp. C81 (Microsporidium sp. C81),2007,"MAUTNER SI, COOK KA, FORBES MR, McCURDY DG, DUNN AM. Evidence for sex ratio distortion by a new microsporidian parasite of a Corophiid amphipod. Parasitol. Cambridge University Press; 2007;134:1567–73."
Andreanna caspii,2008,"Simakova AV, Vossbrinck CR, Andreadis TG. Molecular and ultrastructural characterization of Andreanna caspii n. gen., n. sp. (Microsporida: Amblyosporidae), a parasite of Ochlerotatus caspius (Diptera: Culicidae). J Invertebr Pathol. Elsevier; 2008;99:302–11."
Anisofilariata chironomi,2008,"Tokarev YS, Voronin VN, Seliverstova EV, Dolgikh VV, Pavlova OA, Ignatieva AN, et al. Ultrastructure and molecular phylogeny of Anisofilariata chironomi g.n. sp.n. (Microsporidia: Terresporidia) from Chironomus plumosus L. (Diptera: Chironomidae). Parasitol Res. 2010;107:39–46."
Binucleata daphniae,2008,"REFARDT D, DECAESTECKER E, JOHNSON PTJ, VÁVRA J. Morphology, Molecular Phylogeny, and Ecology of Binucleata daphniae n. g., n. sp. (Fungi: Microsporidia), a Parasite of Daphnia magna Straus, 1820 (Crustacea: Branchiopoda). J Eukaryot Microbiol. Blackwell Publishing Inc; 2008;55:393–408."
Crispospora chironomi,2008,"Tokarev YS, Voronin VN, Seliverstova EV, Pavlova OA, Issi IV. Life cycle, ultrastructure, and molecular phylogeny of Crispospora chironomi g.n. sp.n. (Microsporidia: Terresporidia), a parasite of Chironomus plumosus L. (Diptera: Chironomidae). Parasitol Res. 2010;107:1381–9."
Euplotespora binucleata,2008,"FOKIN SI, DI GIUSEPPE G, ERRA F, DINI F. Euplotespora binucleata n. gen., n. sp. (Protozoa: Microsporidia), a Parasite Infecting the Hypotrichous Ciliate Euplotes woodruffi, with Observations on Microsporidian Infections in Ciliophora. J Eukaryot Microbiol. Blackwell Publishing Inc; 2008;55:214–28."
Mrazekia macrocyclopis,2008,"Issi IV, Tokarev YS, Voronin VN, Seliverstova EV, Pavlova OA, Dolgikh VV. Ultrastructure and molecular phylogeny of Mrazekia macrocyclopis sp. n. (Microsporidia, Mrazekiidae), a microsporidian parasite of Macrocyclops albidus (Jur.) (Crustacea, Copepoda). Acta Protozoologica. 2010;49:75–84."
Potaspora morhaphis,2008,"CASAL G, MATOS E, TELES-GRILO ML, AZEVEDO C. A new microsporidian parasite, Potaspora morhaphis n. gen., n. sp. (Microsporidia) infecting the Teleostean fish, Potamorhaphis guianensis from the River Amazon. Morphological, ultrastructural and molecular characterization. Parasitol. Cambridge University Press; 2008;135:1053–64."
Unnamed Canningia sp.,2008,"Bruck DJ, Solter LF, Lake A. Effects of a novel microsporidium on the black vine weevil, Otiorhynchus sulcatus (F.) (Coleoptera: Curculionidae). J Invertebr Pathol. Elsevier Science; 2008;98:351–5."
Unnamed Microsporidium sp. SH (Microsporidium sp. SH),2008,"Yokoyama H, Yokoyama F, Zhang J-Y, Tsuruoka K, Ogawa K. Microsporidian infection in the trunk muscle of hatchery-bred juvenile spotted halibut Verasper variegatus. Fish Pathol. 2008;43:137-143+1p."
Encephalitozoon romaleae,2009,"Lange CE, Johny S, Baker MD, Whitman DW, Solter LF. A new encephalitozoon species (microsporidia) isolated from the lubber grasshopper, romalea microptera (Beauvois) (Orthoptera: Romaleidae). J Parasitol. 2009;95:976–86."
Enterocytozoon hepatopenaei,2009,"Tourtip S, Wongtripop S, Stentiford GD, Bateman KS, Sriurairatana S, Chavadej J, et al. Enterocytozoon hepatopenaei sp. nov. (Microsporida: Enterocytozoonidae), a parasite of the black tiger shrimp Penaeus monodon (Decapoda: Penaeidae): Fine structure and phylogenetic relationships. J Invertebr Pathol. Elsevier; 2009;102:21–9."
Liebermannia covasacrae,2009,"Sokolova YY, Lange CE, Mariottini Y, Fuxa JR. Morphology and taxonomy of the microsporidium Liebermannia covasacrae n. sp. from the grasshopper Covasacris pallidinota (Orthoptera, Acrididae). J Invertebr Pathol. Elsevier; 2009;101:34–42."
Loma psittaca,2009,"Casal G, Matos E, Teles-Grilo ML, Azevedo C. Morphological and genetical description of Loma psittaca sp. n. isolated from the Amazonian fish species Colomesus psittacus. Parasitol Res. 2009;105:1261."
Nosema raphidiae,2009,"Yaman M, Radek R, Tosun O, Ünal S. Nosema raphidiae sp.n. (Microsporida, Nosematidae): A microsporidian pathogen of the predatory snake-fly Raphidia ophiopsis (Raphidioptera: Raphidiidae). Acta Protozool. 2009;48:353–8."
Pankovaia semitubulata,2009,"Simakova AV, Tokarev YS YS, Issi IV. Pankovaia semitubulata gen. et sp. n. (Microsporidia: Tuzetiidae) from nymphs of mayflies Cloeon dipterum L. (Insecta: Ephemeroptera) in Western Siberia. Eur J Protistol. Elsevier; 2009;45:13–20."
Tuzetia dualis,2009,"Simakova AV, Tokarev YS, Issi IV. Tuzetia dualis sp. n. (Microsporidia, Tuzetiidae) from the mayfly Cloeon dipterum L. (Insecta, Ephemeroptera) in Western Siberia. Protistiol. Issi, Irma V.; All-Russ. Inst. Plant Protection, Sch. Podbelskogo 3, 196608 St. Petersburg [long dash] Pushkin, Russia, Russia.; 2009;6:92–7."
Unnamed Microsporidia sp. NIK-5hm,2009,"Selvakumar T, Nataraju B, Balavenkatasubbaiah M, Sharma SD, Chandrasekharan K, Rao PS. Characterization of new microsporidian Sp., NIK-5hm which cause pebrine disease in the Silkworm, Bombyx moril. Indian J Seric. 2009;48:88–90."
Unnamed Pleistophora sp.,2009,"Abdel-Ghaffar F, Bashtar A-R, Mehlhorn H, Al-Rasheid K, Al-Olayan E, Koura E, et al. Ultrastructure, development, and host–parasite relationship of a new species of the genus Pleistophora—a microsporidian parasite of the marine fish Epinephelus chlorostignei. Parasitol Res. 2009;106:39–46."
Vairimorpha ocinarae,2009,"Wang C-Y, Solter LF, Huang W-F, Tsai Y-C, Lo C-F, Wang C-H. A new microsporidian species, Vairimorpha ocinarae n. sp., isolated from Ocinara lida Moore (Lepidoptera: Bombycidae) in Taiwan. J Invertebr Pathol. Elsevier; 2009;100:68–78."
Antonospora psocopterae,2010,"Sokolova YY, Sokolov IM, Carlton CE. New microsporidia parasitizing bark lice (Insecta: Psocoptera). Journal of Invertebrate Pathology. Elsevier; 2010;104:186–94."
Kabatana rondoni,2010,"Casal G, Matos E, Teles-Grilo L, Azevedo C. ULTRASTRUCTURAL AND MOLECULAR CHARACTERIZATION OF A NEW MICROSPORIDIUM PARASITE FROM THE AMAZONIAN FISH, GYMNORHAMPHICHTHYS RONDONI (RHAMPHICHTHYIDAE). The Journal of Parasitology. [The American Society of Parasitologists, Allen Press]; 2010;96:1155–63."
Loma kenti,2010,"Brown AMV, Kent ML, Adamson ML. Description of Five New Loma (Microsporidia) Species in Pacific Fishes with Redesignation of the Type Species Loma morhua Morrison & Sprague, 1981, Based on Morphological and Molecular Species-Boundaries Tests. Journal of Eukaryotic Microbiology. 2010;57:529–53."
Loma lingcodae,2010,"Brown AMV, Kent ML, Adamson ML. Description of Five New Loma (Microsporidia) Species in Pacific Fishes with Redesignation of the Type Species Loma morhua Morrison & Sprague, 1981, Based on Morphological and Molecular Species-Boundaries Tests. Journal of Eukaryotic Microbiology. 2010;57:529–53."
Loma pacificodae,2010,"Brown AMV, Kent ML, Adamson ML. Description of Five New Loma (Microsporidia) Species in Pacific Fishes with Redesignation of the Type Species Loma morhua Morrison & Sprague, 1981, Based on Morphological and Molecular Species-Boundaries Tests. Journal of Eukaryotic Microbiology. 2010;57:529–53."
Loma richardi,2010,"Brown AMV, Kent ML, Adamson ML. Description of Five New Loma (Microsporidia) Species in Pacific Fishes with Redesignation of the Type Species Loma morhua Morrison & Sprague, 1981, Based on Morphological and Molecular Species-Boundaries Tests. Journal of Eukaryotic Microbiology. 2010;57:529–53."
Loma wallae,2010,"Brown AMV, Kent ML, Adamson ML. Description of Five New Loma (Microsporidia) Species in Pacific Fishes with Redesignation of the Type Species Loma morhua Morrison & Sprague, 1981, Based on Morphological and Molecular Species-Boundaries Tests. Journal of Eukaryotic Microbiology. 2010;57:529–53."
Mockfordia xanthocaeciliae,2010,"Sokolova YY, Sokolov IM, Carlton CE. New microsporidia parasitizing bark lice (Insecta: Psocoptera). Journal of Invertebrate Pathology. Elsevier; 2010;104:186–94."
Myospora metanephrops,2010,"Stentiford GD, Bateman KS, Small HJ, Moss J, Shields JD, Reece KS, et al. Myospora metanephrops (n. g., n. sp.) from marine lobsters and a proposal for erection of a new order and family (Crustaceacida; Myosporidae) in the Class Marinosporidia (Phylum Microsporidia). International Journal for Parasitology. Elsevier; 2010;40:1433–46."
Paranucleospora theridion,2010,"NYLUND S, NYLUND A, WATANABE K, ARNESEN CE, KARLSBAKK E. Paranucleospora theridion n. gen., n. sp. (Microsporidia, Enterocytozoonidae) with a Life Cycle in the Salmon Louse (Lepeophtheirus salmonis, Copepoda) and Atlantic Salmon (Salmo salar). Journal of Eukaryotic Microbiology. Blackwell Publishing Inc; 2010;57:95–114."
Cystosporogenes sp.,2011,"Kyei-Poku G, Gauthier D, Schwarz R, Frankenhuyzen K van. Morphology, molecular characteristics and prevalence of a Cystosporogenes species (Microsporidia) isolated from Agrilus anxius (Coleoptera: Buprestidae). Journal of Invertebrate Pathology. 2011;107:1–10."
Hamiltosporidium tvaerminnensis,2011,"Haag KL, Larsson JIR, Refardt D, Ebert D. Cytological and molecular description of Hamiltosporidium tvaerminnensis gen. et sp. nov., a microsporidian parasite of Daphnia magna, and establishment of Hamiltosporidium magnivora comb. nov. Parasitology. Cambridge University Press; 2011;138:447–62."
Kneallhazia carolinensae,2011,"Valles SM, Becnel JJ, Pereira RM. Kneallhazia carolinensae sp. nov., a microsporidian pathogen of the thief ant, Solenopsis carolinensis. Journal of Invertebrate Pathology. Elsevier; 2011;108:59–62."
Nosema sp. PA,2011,"Zhu F, Shen Z, Guo X, Xu X, Tao H, Tang X, et al. A new isolate of Nosema sp. (Microsporidia, Nosematidae) from Phyllobrotica armata Baly (Coleoptera, Chrysomelidae) from China. Journal of Invertebrate Pathology. Elsevier; 2011;106:339–42."
Amblyospora bakcharia,2012,"Andreadis TG, Simakova AV, Vossbrinck CR, Shepard JJ, Yurchenko YA. Ultrastructural characterization and comparative phylogenetic analysis of new microsporidia from Siberian mosquitoes: Evidence for coevolution and host switching. Journal of Invertebrate Pathology. Elsevier; 2012;109:59–75."
Amblyospora baritia,2012,"Andreadis TG, Simakova AV, Vossbrinck CR, Shepard JJ, Yurchenko YA. Ultrastructural characterization and comparative phylogenetic analysis of new microsporidia from Siberian mosquitoes: Evidence for coevolution and host switching. Journal of Invertebrate Pathology. Elsevier; 2012;109:59–75."
Amblyospora bogashovia,2012,"Andreadis TG, Simakova AV, Vossbrinck CR, Shepard JJ, Yurchenko YA. Ultrastructural characterization and comparative phylogenetic analysis of new microsporidia from Siberian mosquitoes: Evidence for coevolution and host switching. Journal of Invertebrate Pathology. Elsevier; 2012;109:59–75."
Amblyospora chulymia,2012,"Andreadis TG, Simakova AV, Vossbrinck CR, Shepard JJ, Yurchenko YA. Ultrastructural characterization and comparative phylogenetic analysis of new microsporidia from Siberian mosquitoes: Evidence for coevolution and host switching. Journal of Invertebrate Pathology. Elsevier; 2012;109:59–75."
Amblyospora hristinia,2012,"Andreadis TG, Simakova AV, Vossbrinck CR, Shepard JJ, Yurchenko YA. Ultrastructural characterization and comparative phylogenetic analysis of new microsporidia from Siberian mosquitoes: Evidence for coevolution and host switching. Journal of Invertebrate Pathology. Elsevier; 2012;109:59–75."
Amblyospora jurginia,2012,"Andreadis TG, Simakova AV, Vossbrinck CR, Shepard JJ, Yurchenko YA. Ultrastructural characterization and comparative phylogenetic analysis of new microsporidia from Siberian mosquitoes: Evidence for coevolution and host switching. Journal of Invertebrate Pathology. Elsevier; 2012;109:59–75."
Amblyospora kazankia,2012,"Andreadis TG, Simakova AV, Vossbrinck CR, Shepard JJ, Yurchenko YA. Ultrastructural characterization and comparative phylogenetic analysis of new microsporidia from Siberian mosquitoes: Evidence for coevolution and host switching. Journal of Invertebrate Pathology. Elsevier; 2012;109:59–75."
Amblyospora mavlukevia,2012,"Andreadis TG, Simakova AV, Vossbrinck CR, Shepard JJ, Yurchenko YA. Ultrastructural characterization and comparative phylogenetic analysis of new microsporidia from Siberian mosquitoes: Evidence for coevolution and host switching. Journal of Invertebrate Pathology. Elsevier; 2012;109:59–75."
Amblyospora mocrushinia,2012,"Andreadis TG, Simakova AV, Vossbrinck CR, Shepard JJ, Yurchenko YA. Ultrastructural characterization and comparative phylogenetic analysis of new microsporidia from Siberian mosquitoes: Evidence for coevolution and host switching. Journal of Invertebrate Pathology. Elsevier; 2012;109:59–75."
Amblyospora modestium,2012,"Andreadis TG, Simakova AV, Vossbrinck CR, Shepard JJ, Yurchenko YA. Ultrastructural characterization and comparative phylogenetic analysis of new microsporidia from Siberian mosquitoes: Evidence for coevolution and host switching. Journal of Invertebrate Pathology. Elsevier; 2012;109:59–75."
Amblyospora salairia,2012,"Andreadis TG, Simakova AV, Vossbrinck CR, Shepard JJ, Yurchenko YA. Ultrastructural characterization and comparative phylogenetic analysis of new microsporidia from Siberian mosquitoes: Evidence for coevolution and host switching. Journal of Invertebrate Pathology. Elsevier; 2012;109:59–75."
Amblyospora severinia,2012,"Andreadis TG, Simakova AV, Vossbrinck CR, Shepard JJ, Yurchenko YA. Ultrastructural characterization and comparative phylogenetic analysis of new microsporidia from Siberian mosquitoes: Evidence for coevolution and host switching. Journal of Invertebrate Pathology. Elsevier; 2012;109:59–75."
Amblyospora shegaria,2012,"Andreadis TG, Simakova AV, Vossbrinck CR, Shepard JJ, Yurchenko YA. Ultrastructural characterization and comparative phylogenetic analysis of new microsporidia from Siberian mosquitoes: Evidence for coevolution and host switching. Journal of Invertebrate Pathology. Elsevier; 2012;109:59–75."
Amblyospora timirasia,2012,"Andreadis TG, Simakova AV, Vossbrinck CR, Shepard JJ, Yurchenko YA. Ultrastructural characterization and comparative phylogenetic analysis of new microsporidia from Siberian mosquitoes: Evidence for coevolution and host switching. Journal of Invertebrate Pathology. Elsevier; 2012;109:59–75."
Facilispora margolisi,2012,"Jones SRM, Prosperi‐Porta G, Kim E. The Diversity of Microsporidia in Parasitic Copepods (Caligidae: Siphonostomatoida) in the Northeast Pacific Ocean with Description of Facilispora margolisi n. g., n. sp. and a new Family Facilisporidae n. fam. Journal of Eukaryotic Microbiology. 2012;59:206–17."
Heterosporis saurida,2012,"AL-QURAISHY S, ABDEL-BAKI AS, AL-QAHTANI H, DKHIL M, CASAL G, AZEVEDO C. A new microsporidian parasite, Heterosporis saurida n. sp. (Microsporidia) infecting the lizardfish, Saurida undosquamis from the Arabian Gulf, Saudi Arabia: ultrastructure and phylogeny. Parasitology. Cambridge University Press; 2012;139:454–62."
Ichthyosporidium weissii,2012,"Sanders J, Myers MS, Tomanek L, Cali A, Takvorian PM, Kent ML. Ichthyosporidium weissii n. sp. (Microsporidia) Infecting the Arrow Goby ( Clevelandia ios). Journal of Eukaryotic Microbiology. Wiley; 2012;59:258–67."
Microgemma carolinus,2012,"CASAL G, MATOS E, GARCIA P, AL-QURAISHY S, AZEVEDO C. Ultrastructural and molecular studies of Microgemma carolinus n. sp. (Microsporidia), a parasite of the fish Trachinotus carolinus (Carangidae) in Southern Brazil. Parasitology. Cambridge University Press; 2012;139:1720–8."
Nosema sp. MPr,2012,"Chen D, Shen Z, Zhu F, Guan R, Hou J, Zhang J, et al. Phylogenetic characterization of a microsporidium (Nosema sp. MPr) isolated from the Pieris rapae. Parasitol Res. 2012;111:263–9."
Novothelohania ovalae,2012,"Andreadis TG, Simakova AV, Vossbrinck CR, Shepard JJ, Yurchenko YA. Ultrastructural characterization and comparative phylogenetic analysis of new microsporidia from Siberian mosquitoes: Evidence for coevolution and host switching. Journal of Invertebrate Pathology. Elsevier; 2012;109:59–75."
Pleistophora aegyptiaca,2012,"Abdel-Ghaffar F, Bashtar A-R, Morsy K, Mehlhorn H, Al Quraishy S, AL-Rasheid K, et al. Morphological and molecular biological characterization of Pleistophora aegyptiaca sp. nov. infecting the Red Sea fish Saurida tumbil. Parasitol Res. 2012;110:741–52."
Pleistophora pagri,2012,"Morsy K, Abdel-Ghaffar F, Mehlhorn H, Bashtar A-R, Abdel-Gaber R. Ultrastructure and molecular phylogenetics of a new isolate of Pleistophora pagri sp. nov. (Microsporidia, Pleistophoridae) from Pagrus pagrus in Egypt. Parasitol Res. 2012;111:1587–97."
Sporanauta perivermis,2012,"Ardila-Garcia AM, Fast NM. Microsporidian Infection in a Free-Living Marine Nematode. Eukaryotic Cell. American Society for Microbiology Journals; 2012;11:1544–51."
Spraguea gastrophysus,2012,"Casal G, Clemente SCS, Matos P, Knoff M, Matos E, Abdel-Baki AA, et al. Redefining the genus Spraguea based on ultrastructural and phylogenetic data from Spraguea gastrophysus n. sp. (Phylum Microsporidia), a parasite found in Lophius gastrophysus (Teleostei) from Brazil. Parasitol Res. 2012;111:79–88."
Vairimorpha sp BM,2012,"Liu H, Pan G, Li T, Huang W, Luo B, Zhou Z. Ultrastructure, chromosomal karyotype, and molecular phylogeny of a new isolate of microsporidian Vairimorpha sp. BM (Microsporidia, Nosematidae) from Bombyx mori in China. Parasitol Res. 2012;110:205–10."
Anostracospora rigaudi,2013,"RODE NO, LANDES J, LIEVENS EJP, FLAVEN E, SEGARD A, JABBOUR-ZAHAB R, et al. Cytological, molecular and life cycle characterization of Anostracospora rigaudi n. g., n. sp. and Enterocytospora artemiae n. g., n. sp., two new microsporidian parasites infecting gut tissues of the brine shrimp Artemia. Parasitology. Cambridge University Press; 2013;140:1168–85."
Enterocytospora artemiae,2013,"RODE NO, LANDES J, LIEVENS EJP, FLAVEN E, SEGARD A, JABBOUR-ZAHAB R, et al. Cytological, molecular and life cycle characterization of Anostracospora rigaudi n. g., n. sp. and Enterocytospora artemiae n. g., n. sp., two new microsporidian parasites infecting gut tissues of the brine shrimp Artemia. Parasitology. Cambridge University Press; 2013;140:1168–85."
Microsporidium aurata,2013,"Morsy K, Bashtar AR, Abdel-Ghaffar F, Al-Quraishy S. Morphological and phylogenetic description of a new xenoma-inducing microsporidian, Microsporidium aurata nov. sp., parasite of the gilthead seabream Sparus aurata from the Red Sea. Parasitol Res. 2013;112:3905–15."
